order_id,customer_id,product_id,store_id,order_date,quantity,unit_price,payment_method,region
ORD_5_1,2368,778,1,2026-01-05,2,94.8,Cash,South
ORD_5_2,6958,799,10,2026-01-05,4,336.52,UPI,North
ORD_5_3,4945,774,4,2026-01-05,5,231.64,Credit Card,South
ORD_5_4,9019,927,17,2026-01-05,4,235.17,Debit Card,North
ORD_5_5,8908,213,6,2026-01-05,4,219.29,Cash,North
ORD_5_6,7918,420,5,2026-01-05,6,353.26,Debit Card,West
ORD_5_7,1697,790,6,2026-01-05,9,162.96,Cash,East
ORD_5_8,8697,759,17,2026-01-05,7,166.2,UPI,North
ORD_5_9,8785,377,4,2026-01-05,6,306.04,UPI,West
ORD_5_10,6532,988,6,2026-01-05,2,20.18,UPI,North
ORD_5_11,3723,942,14,2026-01-05,7,303.26,Net Banking,North
ORD_5_12,9840,677,19,2026-01-05,7,98.17,Net Banking,North
ORD_5_13,2718,672,14,2026-01-05,8,237.22,Cash,North
ORD_5_14,3956,924,2,2026-01-05,10,394.24,Debit Card,South
ORD_5_15,1386,248,8,2026-01-05,3,81.15,Debit Card,West
ORD_5_16,1713,520,10,2026-01-05,7,310.74,Credit Card,East
ORD_5_17,2953,140,17,2026-01-05,9,30.9,Debit Card,North
ORD_5_18,6624,666,2,2026-01-05,5,249.68,Net Banking,West
ORD_5_19,8208,725,19,2026-01-05,6,216.23,Cash,South
ORD_5_20,7834,306,8,2026-01-05,2,428.92,Debit Card,West
ORD_5_21,6573,571,13,2026-01-05,6,190.33,Cash,North
ORD_5_22,5401,894,3,2026-01-05,5,125.23,Net Banking,North
ORD_5_23,6003,399,2,2026-01-05,1,170.83,UPI,East
ORD_5_24,4201,340,20,2026-01-05,5,263.71,Debit Card,East
ORD_5_25,3914,635,19,2026-01-05,1,94.47,UPI,North
ORD_5_26,8994,584,1,2026-01-05,5,333.03,Cash,North
ORD_5_27,4227,813,8,2026-01-05,5,469.36,Credit Card,South
ORD_5_28,5128,964,10,2026-01-05,6,30.89,UPI,South
ORD_5_29,7479,792,9,2026-01-05,10,26.52,Cash,East
ORD_5_30,9045,170,5,2026-01-05,7,23.81,UPI,South
ORD_5_31,9616,467,12,2026-01-05,8,195.23,Cash,North
ORD_5_32,3395,486,16,2026-01-05,8,450.73,Net Banking,South
ORD_5_33,8251,579,12,2026-01-05,5,352.19,Cash,East
ORD_5_34,4388,541,13,2026-01-05,3,174.8,Cash,North
ORD_5_35,1142,571,1,2026-01-05,5,214.63,Credit Card,East
ORD_5_36,3610,562,6,2026-01-05,8,88.92,Cash,North
ORD_5_37,8090,251,11,2026-01-05,3,73.4,UPI,West
ORD_5_38,1183,239,10,2026-01-05,1,487.71,Credit Card,West
ORD_5_39,5596,817,13,2026-01-05,1,119.33,Cash,North
ORD_5_40,5634,885,14,2026-01-05,2,227.97,Debit Card,South
ORD_5_41,4981,115,12,2026-01-05,10,132.14,Credit Card,East
ORD_5_42,6471,339,1,2026-01-05,6,380.11,Credit Card,North
ORD_5_43,3575,880,15,2026-01-05,9,91.96,Cash,South
ORD_5_44,6790,764,13,2026-01-05,5,326.31,Net Banking,North
ORD_5_45,2460,161,5,2026-01-05,9,397.9,Net Banking,North
ORD_5_46,8369,452,5,2026-01-05,8,284.32,Debit Card,South
ORD_5_47,9078,172,9,2026-01-05,10,439.73,Net Banking,East
ORD_5_48,7117,280,14,2026-01-05,5,231.43,Credit Card,South
ORD_5_49,6806,503,11,2026-01-05,9,42.95,Net Banking,North
ORD_5_50,8901,719,12,2026-01-05,6,208.02,Net Banking,West
ORD_5_51,6953,999,15,2026-01-05,6,481.08,Debit Card,North
ORD_5_52,8005,656,5,2026-01-05,1,216.41,Credit Card,North
ORD_5_53,9808,826,19,2026-01-05,6,424.19,UPI,South
ORD_5_54,7813,259,3,2026-01-05,2,331.65,Debit Card,West
ORD_5_55,7220,750,8,2026-01-05,4,464.63,Debit Card,East
ORD_5_56,3804,911,11,2026-01-05,7,215.97,Debit Card,South
ORD_5_57,5602,718,7,2026-01-05,9,387.87,Cash,South
ORD_5_58,2923,158,1,2026-01-05,2,434.34,Credit Card,South
ORD_5_59,9415,629,13,2026-01-05,2,109.4,UPI,West
ORD_5_60,1269,480,9,2026-01-05,4,441.48,UPI,South
ORD_5_61,7827,310,4,2026-01-05,5,84.32,Cash,North
ORD_5_62,4649,534,2,2026-01-05,8,153.52,UPI,North
ORD_5_63,5447,631,11,2026-01-05,4,448.38,UPI,South
ORD_5_64,8766,582,19,2026-01-05,6,367.03,UPI,South
ORD_5_65,3378,961,15,2026-01-05,2,395.12,Cash,East
ORD_5_66,7494,608,19,2026-01-05,7,64.79,Credit Card,South
ORD_5_67,2965,276,17,2026-01-05,1,229.24,UPI,West
ORD_5_68,8699,725,2,2026-01-05,7,468.71,UPI,West
ORD_5_69,8758,796,16,2026-01-05,3,34.25,Debit Card,West
ORD_5_70,3666,320,5,2026-01-05,6,445.18,Credit Card,North
ORD_5_71,1110,421,4,2026-01-05,5,116.33,Credit Card,South
ORD_5_72,3567,723,14,2026-01-05,9,133.04,UPI,East
ORD_5_73,8104,622,16,2026-01-05,6,465.2,Net Banking,South
ORD_5_74,2917,192,6,2026-01-05,3,43.4,Cash,South
ORD_5_75,8848,785,15,2026-01-05,1,136.91,Credit Card,East
ORD_5_76,6224,249,7,2026-01-05,6,92.02,UPI,North
ORD_5_77,3215,588,5,2026-01-05,3,203.8,UPI,South
ORD_5_78,2329,951,18,2026-01-05,9,454.59,Debit Card,East
ORD_5_79,3971,430,6,2026-01-05,2,250.78,Cash,North
ORD_5_80,7558,133,12,2026-01-05,1,37.91,Cash,East
ORD_5_81,7448,489,2,2026-01-05,10,162.31,Debit Card,West
ORD_5_82,6316,551,12,2026-01-05,5,341.95,UPI,East
ORD_5_83,4662,342,1,2026-01-05,3,72.6,Net Banking,North
ORD_5_84,9444,337,19,2026-01-05,1,419.86,Cash,East
ORD_5_85,1677,233,1,2026-01-05,6,323.31,Credit Card,South
ORD_5_86,1419,860,7,2026-01-05,9,370.39,Credit Card,North
ORD_5_87,6688,665,9,2026-01-05,6,35.73,Debit Card,West
ORD_5_88,9201,444,8,2026-01-05,7,395.27,Cash,South
ORD_5_89,9480,975,9,2026-01-05,9,106.94,Net Banking,North
ORD_5_90,7048,682,1,2026-01-05,10,437.59,Debit Card,West
ORD_5_91,8688,995,17,2026-01-05,3,212.25,Net Banking,South
ORD_5_92,9545,397,9,2026-01-05,7,473.86,Cash,East
ORD_5_93,1692,494,7,2026-01-05,5,233.79,UPI,East
ORD_5_94,9628,222,2,2026-01-05,7,273.52,Debit Card,East
ORD_5_95,5990,203,10,2026-01-05,4,174.43,Cash,South
ORD_5_96,3254,665,2,2026-01-05,3,479.04,Cash,West
ORD_5_97,5759,526,12,2026-01-05,8,134.17,UPI,North
ORD_5_98,9310,846,18,2026-01-05,8,33.52,Debit Card,West
ORD_5_99,5482,291,18,2026-01-05,1,465.34,Credit Card,East
ORD_5_100,6431,917,3,2026-01-05,5,447.09,Credit Card,East
ORD_5_101,7242,719,11,2026-01-05,10,165.3,Cash,South
ORD_5_102,2208,496,13,2026-01-05,1,19.59,Credit Card,East
ORD_5_103,7678,493,11,2026-01-05,6,258.88,Debit Card,East
ORD_5_104,1313,630,6,2026-01-05,3,478.36,Credit Card,East
ORD_5_105,5735,950,6,2026-01-05,2,334.34,Net Banking,East
ORD_5_106,1123,607,5,2026-01-05,7,292.54,Net Banking,East
ORD_5_107,9197,710,1,2026-01-05,2,72.45,Net Banking,East
ORD_5_108,9652,531,20,2026-01-05,1,96.05,UPI,West
ORD_5_109,8120,430,15,2026-01-05,9,484.27,Net Banking,North
ORD_5_110,5402,510,7,2026-01-05,8,210.76,Net Banking,North
ORD_5_111,5366,501,14,2026-01-05,8,247.68,Credit Card,South
ORD_5_112,5570,909,18,2026-01-05,2,118.44,Credit Card,South
ORD_5_113,5252,223,19,2026-01-05,4,489.79,Credit Card,North
ORD_5_114,4714,245,15,2026-01-05,9,110.39,Credit Card,East
ORD_5_115,7304,522,14,2026-01-05,10,115.22,UPI,North
ORD_5_116,7601,227,2,2026-01-05,1,266.54,Cash,South
ORD_5_117,8020,744,14,2026-01-05,1,71.13,Credit Card,South
ORD_5_118,8642,420,3,2026-01-05,8,378.24,Credit Card,South
ORD_5_119,5257,688,17,2026-01-05,6,397.53,Debit Card,East
ORD_5_120,5187,923,4,2026-01-05,3,393.51,Credit Card,East
ORD_5_121,6119,609,13,2026-01-05,4,328.37,Cash,East
ORD_5_122,3685,282,7,2026-01-05,2,23.85,Net Banking,East
ORD_5_123,8202,920,3,2026-01-05,3,496.54,Credit Card,North
ORD_5_124,1945,955,19,2026-01-05,10,486.7,UPI,East
ORD_5_125,3703,125,20,2026-01-05,2,474.6,UPI,South
ORD_5_126,9848,457,13,2026-01-05,2,154.52,Debit Card,East
ORD_5_127,6708,453,5,2026-01-05,9,43.49,Debit Card,West
ORD_5_128,9118,523,4,2026-01-05,3,362.16,Net Banking,South
ORD_5_129,2728,329,20,2026-01-05,8,79.49,Net Banking,South
ORD_5_130,7523,726,2,2026-01-05,2,16.47,UPI,East
ORD_5_131,7474,283,18,2026-01-05,1,333.43,Net Banking,South
ORD_5_132,3395,764,4,2026-01-05,4,353.04,UPI,North
ORD_5_133,9314,360,12,2026-01-05,4,250.87,Net Banking,East
ORD_5_134,1220,949,9,2026-01-05,7,59.56,Net Banking,East
ORD_5_135,6161,849,16,2026-01-05,3,418.43,UPI,North
ORD_5_136,6372,637,4,2026-01-05,6,402.47,UPI,West
ORD_5_137,1877,392,7,2026-01-05,2,92.9,Cash,West
ORD_5_138,8629,842,10,2026-01-05,7,133.54,Credit Card,East
ORD_5_139,9379,753,5,2026-01-05,1,378.86,Debit Card,North
ORD_5_140,1348,833,19,2026-01-05,7,303.44,UPI,West
ORD_5_141,8590,458,19,2026-01-05,8,344.91,Credit Card,West
ORD_5_142,5574,468,12,2026-01-05,6,244.17,Cash,East
ORD_5_143,4837,969,12,2026-01-05,7,261.36,Debit Card,East
ORD_5_144,3269,219,19,2026-01-05,3,372.58,UPI,South
ORD_5_145,1488,491,17,2026-01-05,5,336.6,Debit Card,West
ORD_5_146,5162,975,4,2026-01-05,10,54.19,Debit Card,North
ORD_5_147,8893,880,9,2026-01-05,3,456.37,Cash,West
ORD_5_148,7464,437,14,2026-01-05,1,117.94,Credit Card,North
ORD_5_149,3556,154,4,2026-01-05,9,493.25,Credit Card,West
ORD_5_150,4079,905,10,2026-01-05,2,265.61,Debit Card,West
ORD_5_151,9701,546,4,2026-01-05,2,255.45,Net Banking,East
ORD_5_152,8670,996,1,2026-01-05,1,490.6,Net Banking,West
ORD_5_153,9737,868,7,2026-01-05,8,353.16,UPI,West
ORD_5_154,6207,773,2,2026-01-05,6,73.73,Debit Card,North
ORD_5_155,7299,365,6,2026-01-05,9,29.01,Net Banking,East
ORD_5_156,6575,526,17,2026-01-05,1,353.26,UPI,North
ORD_5_157,1059,135,3,2026-01-05,5,404.81,Net Banking,North
ORD_5_158,8141,188,3,2026-01-05,3,270.73,UPI,East
ORD_5_159,8632,775,1,2026-01-05,10,268.78,UPI,East
ORD_5_160,7151,629,7,2026-01-05,6,294.67,Net Banking,North
ORD_5_161,2834,590,14,2026-01-05,6,38.35,UPI,North
